temperature,current,voltage,esp_status,label
5.03,0.895,3.798,CONNECTED,NORMAL
14.63,0.689,3.356,CONNECTED,CRITICAL
15.94,0.979,3.889,CONNECTED,NORMAL
23.84,1.19,3.986,CONNECTED,WARNING
16.0,0.903,3.939,CONNECTED,NORMAL
10.36,1.23,3.804,CONNECTED,CRITICAL
5.32,0.968,3.36,CONNECTED,CRITICAL
8.3,0.964,3.432,CONNECTED,CRITICAL
29.07,1.408,3.842,DISCONNECTED,CRITICAL
11.05,0.774,3.404,CONNECTED,CRITICAL
6.59,1.444,3.522,CONNECTED,CRITICAL
9.64,1.347,3.519,CONNECTED,CRITICAL
3.19,0.662,3.711,CONNECTED,NORMAL
28.62,0.711,3.934,CONNECTED,NORMAL
30.93,1.348,3.382,DISCONNECTED,CRITICAL
3.72,1.367,3.445,CONNECTED,CRITICAL
23.04,1.26,3.303,CONNECTED,CRITICAL
28.55,1.439,3.783,CONNECTED,CRITICAL
17.0,1.377,3.622,CONNECTED,CRITICAL
27.32,1.321,3.799,CONNECTED,CRITICAL
11.79,0.618,3.391,CONNECTED,CRITICAL
19.1,1.005,3.666,CONNECTED,WARNING
15.43,1.287,3.931,CONNECTED,CRITICAL
10.39,1.237,3.742,CONNECTED,CRITICAL
19.79,0.689,3.836,CONNECTED,NORMAL
34.66,1.222,3.934,DISCONNECTED,CRITICAL
35.46,0.852,3.711,DISCONNECTED,CRITICAL
18.11,1.487,3.275,CONNECTED,CRITICAL
16.02,1.376,3.427,CONNECTED,CRITICAL
28.78,0.883,3.984,CONNECTED,NORMAL
32.04,0.801,3.816,DISCONNECTED,WARNING
13.45,1.106,3.727,CONNECTED,WARNING
30.21,0.524,3.376,DISCONNECTED,CRITICAL
26.21,1.064,3.596,CONNECTED,WARNING
3.88,0.848,3.892,CONNECTED,NORMAL
3.05,0.896,3.956,CONNECTED,NORMAL
3.73,1.25,3.406,CONNECTED,CRITICAL
31.46,1.246,3.909,DISCONNECTED,CRITICAL
9.34,1.031,3.823,CONNECTED,WARNING
10.35,0.731,3.222,CONNECTED,CRITICAL
34.59,1.21,3.708,DISCONNECTED,CRITICAL
27.3,1.032,3.581,CONNECTED,WARNING
17.28,1.14,3.361,CONNECTED,CRITICAL
32.19,1.312,3.48,DISCONNECTED,CRITICAL
21.67,0.641,3.978,CONNECTED,NORMAL
32.7,1.422,3.466,DISCONNECTED,CRITICAL
7.75,0.712,3.272,CONNECTED,CRITICAL
6.08,0.571,3.992,CONNECTED,NORMAL
4.52,0.633,3.862,CONNECTED,NORMAL
21.73,1.274,3.705,CONNECTED,CRITICAL
31.99,1.138,3.618,DISCONNECTED,WARNING
26.23,0.947,3.477,CONNECTED,CRITICAL
17.9,0.67,3.837,CONNECTED,NORMAL
10.86,0.654,3.397,CONNECTED,CRITICAL
30.63,0.83,3.749,DISCONNECTED,WARNING
31.12,0.578,3.812,DISCONNECTED,WARNING
12.46,0.717,3.751,CONNECTED,NORMAL
32.93,0.795,3.655,DISCONNECTED,WARNING
11.85,1.054,3.697,CONNECTED,WARNING
22.75,1.124,3.308,CONNECTED,CRITICAL
25.58,1.175,3.746,CONNECTED,WARNING
4.52,0.947,3.527,CONNECTED,WARNING
4.95,0.722,3.553,CONNECTED,WARNING
27.26,0.737,3.864,CONNECTED,NORMAL
20.56,1.26,3.578,CONNECTED,CRITICAL
18.97,1.12,3.942,CONNECTED,WARNING
18.72,1.029,3.682,CONNECTED,WARNING
27.08,0.572,3.613,CONNECTED,WARNING
18.37,1.422,3.595,CONNECTED,CRITICAL
17.92,1.462,3.56,CONNECTED,CRITICAL
8.15,0.717,3.276,CONNECTED,CRITICAL
2.02,0.932,3.815,CONNECTED,NORMAL
26.94,0.532,3.656,CONNECTED,WARNING
7.25,1.441,3.334,CONNECTED,CRITICAL
23.31,0.826,3.713,CONNECTED,NORMAL
16.02,1.26,3.385,CONNECTED,CRITICAL
32.8,1.0,3.805,DISCONNECTED,WARNING
30.89,1.499,3.379,DISCONNECTED,CRITICAL
11.75,0.75,3.41,CONNECTED,CRITICAL
21.8,1.494,3.992,CONNECTED,CRITICAL
19.91,1.139,3.888,CONNECTED,WARNING
33.72,0.704,3.623,DISCONNECTED,CRITICAL
30.32,0.803,3.552,DISCONNECTED,WARNING
35.51,1.485,3.925,DISCONNECTED,CRITICAL
29.15,0.769,3.457,DISCONNECTED,CRITICAL
20.61,1.061,3.604,CONNECTED,WARNING
23.65,0.908,3.799,CONNECTED,NORMAL
13.34,0.831,3.302,CONNECTED,CRITICAL
8.42,1.351,3.557,CONNECTED,CRITICAL
9.75,1.259,3.643,CONNECTED,CRITICAL
2.72,0.816,3.342,CONNECTED,CRITICAL
24.3,0.775,3.252,CONNECTED,CRITICAL
3.87,1.082,3.217,CONNECTED,CRITICAL
30.86,0.655,3.685,DISCONNECTED,WARNING
17.12,0.943,3.257,CONNECTED,CRITICAL
29.29,1.393,3.209,DISCONNECTED,CRITICAL
8.07,1.404,3.64,CONNECTED,CRITICAL
7.1,0.703,3.728,CONNECTED,NORMAL
26.64,1.099,3.963,CONNECTED,WARNING
18.8,0.8,3.582,CONNECTED,WARNING
14.23,0.724,3.237,CONNECTED,CRITICAL
13.98,1.211,3.215,CONNECTED,CRITICAL
16.93,1.144,3.688,CONNECTED,WARNING
28.41,1.311,3.769,CONNECTED,CRITICAL
5.5,0.975,3.683,CONNECTED,WARNING
10.35,0.543,3.379,CONNECTED,CRITICAL
17.47,0.914,3.341,CONNECTED,CRITICAL
30.03,1.426,3.361,DISCONNECTED,CRITICAL
33.61,0.518,3.94,DISCONNECTED,CRITICAL
34.37,0.512,3.81,DISCONNECTED,CRITICAL
34.99,1.406,3.977,DISCONNECTED,CRITICAL
20.71,0.578,3.88,CONNECTED,NORMAL
22.87,1.115,3.534,CONNECTED,WARNING
21.44,0.654,3.792,CONNECTED,NORMAL
4.55,1.23,3.879,CONNECTED,CRITICAL
18.06,1.01,3.45,CONNECTED,CRITICAL
34.96,1.233,3.495,DISCONNECTED,CRITICAL
7.94,0.72,3.571,CONNECTED,WARNING
34.05,1.234,3.372,DISCONNECTED,CRITICAL
31.23,0.878,3.881,DISCONNECTED,WARNING
10.22,1.119,3.941,CONNECTED,WARNING
10.77,1.193,3.99,CONNECTED,WARNING
7.12,0.588,3.739,CONNECTED,NORMAL
13.55,0.571,3.58,CONNECTED,WARNING
27.63,0.785,3.468,CONNECTED,CRITICAL
30.75,1.02,3.874,DISCONNECTED,WARNING
17.18,1.453,3.721,CONNECTED,CRITICAL
5.94,1.385,3.591,CONNECTED,CRITICAL
6.82,0.653,3.75,CONNECTED,NORMAL
3.61,0.787,3.312,CONNECTED,CRITICAL
17.0,0.914,3.618,CONNECTED,WARNING
11.51,0.532,3.692,CONNECTED,WARNING
14.71,1.151,3.287,CONNECTED,CRITICAL
2.47,0.748,3.565,CONNECTED,WARNING
15.4,1.31,3.502,CONNECTED,CRITICAL
20.04,1.094,3.217,CONNECTED,CRITICAL
19.51,0.845,3.537,CONNECTED,WARNING
5.41,1.283,3.954,CONNECTED,CRITICAL
2.76,1.101,3.811,CONNECTED,WARNING
11.68,1.288,3.706,CONNECTED,CRITICAL
33.59,1.481,3.234,DISCONNECTED,CRITICAL
17.13,1.047,3.317,CONNECTED,CRITICAL
13.43,1.488,3.213,CONNECTED,CRITICAL
17.39,1.343,3.459,CONNECTED,CRITICAL
18.31,1.478,3.58,CONNECTED,CRITICAL
6.45,0.552,3.956,CONNECTED,NORMAL
11.04,1.004,3.273,CONNECTED,CRITICAL
16.4,1.43,3.602,CONNECTED,CRITICAL
35.02,0.759,3.604,DISCONNECTED,CRITICAL
31.22,0.948,3.424,DISCONNECTED,CRITICAL
31.09,0.89,3.625,DISCONNECTED,WARNING
35.2,0.686,3.441,DISCONNECTED,CRITICAL
3.06,0.892,3.36,CONNECTED,CRITICAL
25.12,0.681,3.74,CONNECTED,NORMAL
10.96,0.855,3.479,CONNECTED,CRITICAL
26.37,0.967,3.489,CONNECTED,CRITICAL
30.99,1.072,3.371,DISCONNECTED,CRITICAL
32.6,0.843,3.231,DISCONNECTED,CRITICAL
18.82,0.624,3.391,CONNECTED,CRITICAL
27.4,0.631,3.846,CONNECTED,NORMAL
33.85,1.107,3.768,DISCONNECTED,CRITICAL
26.26,1.493,3.473,CONNECTED,CRITICAL
7.54,1.019,3.627,CONNECTED,WARNING
8.05,1.113,3.211,CONNECTED,CRITICAL
33.54,0.765,3.232,DISCONNECTED,CRITICAL
5.68,0.74,3.419,CONNECTED,CRITICAL
3.12,0.779,3.354,CONNECTED,CRITICAL
14.87,0.885,3.471,CONNECTED,CRITICAL
13.15,0.59,3.22,CONNECTED,CRITICAL
8.87,1.257,3.993,CONNECTED,CRITICAL
33.57,1.004,3.625,DISCONNECTED,CRITICAL
12.7,1.274,3.812,CONNECTED,CRITICAL
30.71,1.396,3.547,DISCONNECTED,CRITICAL
28.07,1.306,3.447,CONNECTED,CRITICAL
33.59,0.594,3.995,DISCONNECTED,CRITICAL
28.18,0.593,3.725,CONNECTED,NORMAL
3.16,1.27,3.839,CONNECTED,CRITICAL
22.48,1.357,3.278,CONNECTED,CRITICAL
11.38,0.914,3.234,CONNECTED,CRITICAL
17.24,0.765,3.514,CONNECTED,WARNING
16.45,1.379,3.416,CONNECTED,CRITICAL
32.39,0.926,3.462,DISCONNECTED,CRITICAL
19.09,0.918,3.406,CONNECTED,CRITICAL
19.09,0.652,3.482,CONNECTED,CRITICAL
21.24,0.913,3.859,CONNECTED,NORMAL
10.73,1.47,3.828,CONNECTED,CRITICAL
34.9,1.338,3.314,DISCONNECTED,CRITICAL
19.9,0.67,3.855,CONNECTED,NORMAL
21.86,0.763,3.944,CONNECTED,NORMAL
5.92,1.064,3.777,CONNECTED,WARNING
4.0,1.098,3.853,CONNECTED,WARNING
4.3,1.012,3.407,CONNECTED,CRITICAL
24.54,0.619,3.95,CONNECTED,NORMAL
32.42,0.686,3.459,DISCONNECTED,CRITICAL
21.98,1.218,3.554,CONNECTED,CRITICAL
7.31,0.604,4.0,CONNECTED,NORMAL
17.48,1.373,3.586,CONNECTED,CRITICAL
33.36,0.588,3.291,DISCONNECTED,CRITICAL
33.61,1.447,3.452,DISCONNECTED,CRITICAL
14.08,0.952,3.533,CONNECTED,WARNING
8.46,1.398,3.403,CONNECTED,CRITICAL
25.98,0.567,3.231,CONNECTED,CRITICAL
24.23,0.839,3.724,CONNECTED,NORMAL
5.2,1.45,3.799,CONNECTED,CRITICAL
31.79,0.636,3.456,DISCONNECTED,CRITICAL
14.52,1.037,3.437,CONNECTED,CRITICAL
4.06,0.869,3.404,CONNECTED,CRITICAL
15.12,0.697,3.41,CONNECTED,CRITICAL
23.32,0.888,3.476,CONNECTED,CRITICAL
20.15,1.272,3.503,CONNECTED,CRITICAL
21.98,1.466,3.618,CONNECTED,CRITICAL
32.93,1.294,3.247,DISCONNECTED,CRITICAL
16.59,1.198,3.989,CONNECTED,WARNING
17.58,0.593,3.65,CONNECTED,WARNING
6.3,1.252,3.606,CONNECTED,CRITICAL
26.6,1.369,3.703,CONNECTED,CRITICAL
22.82,1.255,3.874,CONNECTED,CRITICAL
31.55,0.536,3.645,DISCONNECTED,WARNING
9.35,1.36,3.719,CONNECTED,CRITICAL
16.29,0.688,3.471,CONNECTED,CRITICAL
25.93,0.704,3.275,CONNECTED,CRITICAL
32.19,1.264,3.36,DISCONNECTED,CRITICAL
11.94,1.472,3.767,CONNECTED,CRITICAL
22.76,0.808,3.439,CONNECTED,CRITICAL
3.34,1.228,3.235,CONNECTED,CRITICAL
2.17,1.229,3.959,CONNECTED,CRITICAL
27.72,0.972,3.589,CONNECTED,WARNING
16.83,0.825,3.617,CONNECTED,WARNING
16.66,1.098,3.918,CONNECTED,WARNING
35.83,0.579,3.508,DISCONNECTED,CRITICAL
8.14,0.852,3.43,CONNECTED,CRITICAL
7.93,1.264,3.597,CONNECTED,CRITICAL
33.25,0.533,3.254,DISCONNECTED,CRITICAL
15.71,0.58,3.41,CONNECTED,CRITICAL
35.53,0.709,3.358,DISCONNECTED,CRITICAL
21.5,0.998,3.664,CONNECTED,WARNING
14.81,1.327,3.311,CONNECTED,CRITICAL
16.57,1.19,3.895,CONNECTED,WARNING
14.57,1.068,3.255,CONNECTED,CRITICAL
7.79,0.569,3.782,CONNECTED,NORMAL
11.79,1.224,3.253,CONNECTED,CRITICAL
31.33,1.336,3.271,DISCONNECTED,CRITICAL
2.81,0.556,3.883,CONNECTED,NORMAL
9.98,1.048,3.541,CONNECTED,WARNING
29.05,0.989,3.601,DISCONNECTED,WARNING
35.63,0.65,3.865,DISCONNECTED,CRITICAL
3.76,0.978,3.909,CONNECTED,NORMAL
24.62,1.185,3.411,CONNECTED,CRITICAL
16.23,0.867,3.617,CONNECTED,WARNING
17.72,0.827,3.444,CONNECTED,CRITICAL
10.53,0.865,3.32,CONNECTED,CRITICAL
31.65,1.102,3.307,DISCONNECTED,CRITICAL
25.59,1.348,3.39,CONNECTED,CRITICAL
7.12,0.509,3.238,CONNECTED,CRITICAL
27.92,1.487,3.236,CONNECTED,CRITICAL
27.43,0.572,3.674,CONNECTED,WARNING
27.71,0.859,3.209,CONNECTED,CRITICAL
22.24,1.491,3.406,CONNECTED,CRITICAL
8.44,0.624,3.644,CONNECTED,WARNING
22.28,1.292,3.802,CONNECTED,CRITICAL
32.35,1.306,3.398,DISCONNECTED,CRITICAL
20.9,0.797,3.464,CONNECTED,CRITICAL
33.69,1.182,3.98,DISCONNECTED,CRITICAL
16.18,1.037,3.59,CONNECTED,WARNING
5.65,0.737,3.622,CONNECTED,WARNING
4.29,1.431,3.299,CONNECTED,CRITICAL
8.73,1.265,3.278,CONNECTED,CRITICAL
32.61,1.226,3.255,DISCONNECTED,CRITICAL
25.52,1.132,3.806,CONNECTED,WARNING
30.16,1.218,3.669,DISCONNECTED,CRITICAL
12.96,1.197,3.966,CONNECTED,WARNING
21.98,1.164,3.55,CONNECTED,WARNING
27.71,1.498,3.328,CONNECTED,CRITICAL
8.88,1.039,3.585,CONNECTED,WARNING
21.43,0.549,3.523,CONNECTED,WARNING
21.82,1.085,3.726,CONNECTED,WARNING
26.49,1.142,3.832,CONNECTED,WARNING
23.24,1.038,3.685,CONNECTED,WARNING
5.44,0.773,3.622,CONNECTED,WARNING
31.68,1.179,3.272,DISCONNECTED,CRITICAL
22.14,0.722,3.787,CONNECTED,NORMAL
30.13,1.093,3.673,DISCONNECTED,WARNING
13.51,0.946,3.891,CONNECTED,NORMAL
26.59,1.02,3.495,CONNECTED,CRITICAL
3.71,0.643,3.354,CONNECTED,CRITICAL
14.7,1.444,3.604,CONNECTED,CRITICAL
9.98,0.606,3.471,CONNECTED,CRITICAL
29.73,0.883,3.818,DISCONNECTED,WARNING
29.29,0.611,3.687,DISCONNECTED,WARNING
34.61,0.902,3.241,DISCONNECTED,CRITICAL
33.39,1.384,3.618,DISCONNECTED,CRITICAL
20.78,0.712,3.856,CONNECTED,NORMAL
18.95,0.534,3.746,CONNECTED,NORMAL
34.32,1.329,3.422,DISCONNECTED,CRITICAL
3.81,1.44,3.95,CONNECTED,CRITICAL
20.1,1.142,3.57,CONNECTED,WARNING
16.27,0.619,3.277,CONNECTED,CRITICAL
9.91,1.337,3.317,CONNECTED,CRITICAL
9.71,1.049,3.372,CONNECTED,CRITICAL
7.55,1.063,3.494,CONNECTED,CRITICAL
23.29,1.412,3.321,CONNECTED,CRITICAL
33.06,1.402,3.863,DISCONNECTED,CRITICAL
23.46,1.12,3.711,CONNECTED,WARNING
25.48,0.516,3.966,CONNECTED,NORMAL
21.91,1.281,3.502,CONNECTED,CRITICAL
2.42,1.01,3.606,CONNECTED,WARNING
16.86,0.84,3.4,CONNECTED,CRITICAL
19.94,0.875,3.976,CONNECTED,NORMAL
7.88,0.82,3.435,CONNECTED,CRITICAL
20.47,0.999,3.715,CONNECTED,NORMAL
34.3,0.785,3.754,DISCONNECTED,CRITICAL
2.85,0.762,3.571,CONNECTED,WARNING
3.05,1.118,3.743,CONNECTED,WARNING
27.39,1.017,3.683,CONNECTED,WARNING
15.47,0.541,3.28,CONNECTED,CRITICAL
24.27,1.496,3.213,CONNECTED,CRITICAL
20.96,1.251,3.861,CONNECTED,CRITICAL
20.54,1.12,3.757,CONNECTED,WARNING
31.2,0.622,3.941,DISCONNECTED,WARNING
2.88,1.336,3.261,CONNECTED,CRITICAL
8.62,0.504,3.556,CONNECTED,WARNING
13.37,0.666,3.561,CONNECTED,WARNING
15.68,1.268,3.915,CONNECTED,CRITICAL
24.19,0.624,3.436,CONNECTED,CRITICAL
33.05,0.589,3.525,DISCONNECTED,CRITICAL
34.05,1.451,3.529,DISCONNECTED,CRITICAL
24.69,0.957,3.803,CONNECTED,NORMAL
3.07,0.644,3.691,CONNECTED,WARNING
9.91,1.166,3.481,CONNECTED,CRITICAL
32.15,1.319,3.594,DISCONNECTED,CRITICAL
28.28,0.771,3.595,CONNECTED,WARNING
8.71,1.361,3.858,CONNECTED,CRITICAL
32.67,1.377,3.968,DISCONNECTED,CRITICAL
9.76,1.432,3.657,CONNECTED,CRITICAL
16.36,1.06,3.474,CONNECTED,CRITICAL
11.81,0.741,3.266,CONNECTED,CRITICAL
18.88,1.388,3.704,CONNECTED,CRITICAL
19.71,0.929,3.572,CONNECTED,WARNING
9.12,1.323,3.359,CONNECTED,CRITICAL
26.37,1.26,3.66,CONNECTED,CRITICAL
31.34,0.791,3.905,DISCONNECTED,WARNING
26.8,1.299,3.732,CONNECTED,CRITICAL
30.78,1.493,3.536,DISCONNECTED,CRITICAL
29.67,1.245,3.562,DISCONNECTED,CRITICAL
33.52,0.894,3.652,DISCONNECTED,CRITICAL
5.6,0.726,3.873,CONNECTED,NORMAL
15.48,0.894,3.397,CONNECTED,CRITICAL
18.71,1.306,3.916,CONNECTED,CRITICAL
4.38,1.075,3.574,CONNECTED,WARNING
22.89,0.947,3.519,CONNECTED,WARNING
18.04,1.082,3.601,CONNECTED,WARNING
18.05,1.318,3.797,CONNECTED,CRITICAL
13.61,1.301,3.883,CONNECTED,CRITICAL
7.22,1.083,3.428,CONNECTED,CRITICAL
27.13,0.739,3.737,CONNECTED,NORMAL
10.67,1.011,3.959,CONNECTED,WARNING
14.96,1.376,3.99,CONNECTED,CRITICAL
31.74,0.666,3.856,DISCONNECTED,WARNING
3.09,0.893,3.897,CONNECTED,NORMAL
25.42,1.033,3.51,CONNECTED,WARNING
29.62,1.21,3.575,DISCONNECTED,CRITICAL
32.34,0.73,3.336,DISCONNECTED,CRITICAL
23.86,1.472,3.398,CONNECTED,CRITICAL
10.49,0.639,3.888,CONNECTED,NORMAL
9.7,1.003,3.993,CONNECTED,WARNING
2.41,1.056,3.61,CONNECTED,WARNING
29.45,0.855,3.528,DISCONNECTED,WARNING
7.71,1.241,3.828,CONNECTED,CRITICAL
6.65,0.893,3.914,CONNECTED,NORMAL
2.09,0.799,3.644,CONNECTED,WARNING
13.36,0.772,3.568,CONNECTED,WARNING
8.17,1.03,3.765,CONNECTED,WARNING
21.56,0.593,3.876,CONNECTED,NORMAL
7.95,1.265,3.488,CONNECTED,CRITICAL
28.61,0.706,3.349,CONNECTED,CRITICAL
18.9,0.533,3.38,CONNECTED,CRITICAL
26.62,1.337,3.265,CONNECTED,CRITICAL
31.99,1.298,3.896,DISCONNECTED,CRITICAL
25.75,1.174,3.62,CONNECTED,WARNING
24.19,1.419,3.28,CONNECTED,CRITICAL
12.74,0.572,3.956,CONNECTED,NORMAL
17.14,1.175,3.873,CONNECTED,WARNING
35.69,0.662,3.84,DISCONNECTED,CRITICAL
32.17,0.549,3.803,DISCONNECTED,WARNING
14.06,1.149,3.611,CONNECTED,WARNING
10.83,0.635,3.294,CONNECTED,CRITICAL
5.51,1.138,3.481,CONNECTED,CRITICAL
9.37,1.192,3.749,CONNECTED,WARNING
20.33,1.435,3.508,CONNECTED,CRITICAL
30.42,0.575,3.792,DISCONNECTED,WARNING
35.61,1.347,3.664,DISCONNECTED,CRITICAL
23.31,0.853,3.744,CONNECTED,NORMAL
28.19,1.498,3.594,CONNECTED,CRITICAL
4.08,1.096,3.295,CONNECTED,CRITICAL
10.32,0.829,3.785,CONNECTED,NORMAL
8.25,0.666,3.236,CONNECTED,CRITICAL
31.69,1.194,3.232,DISCONNECTED,CRITICAL
2.96,1.059,3.426,CONNECTED,CRITICAL
22.29,0.935,3.939,CONNECTED,NORMAL
11.79,1.179,3.243,CONNECTED,CRITICAL
34.5,1.481,3.791,DISCONNECTED,CRITICAL
17.82,0.72,3.85,CONNECTED,NORMAL
27.04,0.722,3.561,CONNECTED,WARNING
17.74,1.326,3.747,CONNECTED,CRITICAL
23.87,1.15,3.416,CONNECTED,CRITICAL
14.64,0.546,3.83,CONNECTED,NORMAL
16.72,0.938,3.396,CONNECTED,CRITICAL
9.12,1.088,3.386,CONNECTED,CRITICAL
4.18,1.268,3.501,CONNECTED,CRITICAL
14.93,0.931,3.852,CONNECTED,NORMAL
12.91,1.258,3.952,CONNECTED,CRITICAL
24.47,0.932,3.798,CONNECTED,NORMAL
17.57,0.914,3.62,CONNECTED,WARNING
12.8,0.604,3.532,CONNECTED,WARNING
6.21,0.91,3.646,CONNECTED,WARNING
33.64,0.536,3.697,DISCONNECTED,CRITICAL
17.56,0.52,3.4,CONNECTED,CRITICAL
6.03,0.717,3.42,CONNECTED,CRITICAL
15.64,1.029,3.201,CONNECTED,CRITICAL
7.5,0.594,3.64,CONNECTED,WARNING
13.19,1.048,3.377,CONNECTED,CRITICAL
2.82,1.441,3.287,CONNECTED,CRITICAL
6.31,0.647,3.985,CONNECTED,NORMAL
23.0,1.11,3.989,CONNECTED,WARNING
5.01,1.475,3.363,CONNECTED,CRITICAL
23.18,0.92,3.507,CONNECTED,WARNING
33.66,0.649,3.998,DISCONNECTED,CRITICAL
14.89,1.149,3.974,CONNECTED,WARNING
3.96,1.423,3.654,CONNECTED,CRITICAL
25.95,0.649,3.627,CONNECTED,WARNING
24.9,0.956,3.324,CONNECTED,CRITICAL
10.3,1.354,3.228,CONNECTED,CRITICAL
26.1,1.499,3.206,CONNECTED,CRITICAL
7.48,1.174,3.248,CONNECTED,CRITICAL
22.05,1.184,3.671,CONNECTED,WARNING
14.42,1.197,3.675,CONNECTED,WARNING
9.06,1.063,3.906,CONNECTED,WARNING
24.67,0.972,3.457,CONNECTED,CRITICAL
4.92,0.745,3.209,CONNECTED,CRITICAL
35.55,0.722,3.852,DISCONNECTED,CRITICAL
7.73,0.784,3.535,CONNECTED,WARNING
13.03,1.298,3.966,CONNECTED,CRITICAL
31.76,0.654,3.821,DISCONNECTED,WARNING
7.03,1.413,3.614,CONNECTED,CRITICAL
13.44,0.657,3.209,CONNECTED,CRITICAL
10.43,1.414,3.838,CONNECTED,CRITICAL
34.97,0.601,3.674,DISCONNECTED,CRITICAL
10.74,1.043,3.456,CONNECTED,CRITICAL
11.64,1.074,3.347,CONNECTED,CRITICAL
17.95,1.151,3.303,CONNECTED,CRITICAL
33.64,1.006,3.856,DISCONNECTED,CRITICAL
24.23,1.21,3.773,CONNECTED,CRITICAL
31.75,1.114,3.423,DISCONNECTED,CRITICAL
5.38,1.106,3.253,CONNECTED,CRITICAL
10.2,0.561,3.639,CONNECTED,WARNING
7.45,1.11,3.833,CONNECTED,WARNING
29.94,0.81,3.639,DISCONNECTED,WARNING
21.14,0.973,3.724,CONNECTED,NORMAL
9.14,1.479,3.278,CONNECTED,CRITICAL
